source_row,feature,feature_value,shap_value,absolute_shap_value
147,rideDist,0.0,-0.008219524561925215,0.008219524561925215
147,damages,149.2,0.00627391135479156,0.00627391135479156
147,kills,1.0,-0.03748842705321297,0.03748842705321297
147,weapons,5.0,0.0028031395578238783,0.0028031395578238783
147,upgrades,3.0,0.020535591011506222,0.020535591011506222
147,heals,0.0,0.0022778762589809646,0.0022778762589809646
147,maxRank,27.0,-0.02843034513760118,0.02843034513760118
147,walk_distance_per_match_minute,76.60675772825306,0.1328998693806334,0.1328998693806334
147,damage_per_kill,149.2,-0.009758579365786987,0.009758579365786987
147,combat_activity,2.0,-0.00041212587854075664,0.00041212587854075664
147,resource_activity,8.0,0.00889031997467173,0.00889031997467173
147,mode_solo,0.0,0.0011853669178778085,0.0011853669178778085
147,mode_duo,0.0,-0.004106817613534861,0.004106817613534861
147,mode_squad,1.0,0.0017294385737320606,0.0017294385737320606
161,killRank,60.0,0.0008962199434819567,0.0008962199434819567
161,walkDist,178.5,0.02858882595904029,0.02858882595904029
161,rideDist,0.0,-0.00728703020115866,0.00728703020115866
161,damages,134.2,0.0008452768075519199,0.0008452768075519199
161,kills,0.0,0.0554089036466892,0.0554089036466892
161,weapons,4.0,0.002644212589417651,0.002644212589417651
161,upgrades,0.0,-0.009363393768117154,0.009363393768117154
161,heals,0.0,-0.0008514712989044975,0.0008514712989044975
161,maxRank,48.0,0.09125666395945793,0.09125666395945793
161,walk_distance_per_match_minute,7.840409956076135,-0.08809138768117476,0.08809138768117476
161,damage_per_kill,0.0,0.0008431212488737375,0.0008431212488737375
161,combat_activity,1.0,0.001010608098713703,0.001010608098713703
161,resource_activity,4.0,-0.008264467100700067,0.008264467100700067
161,mode_solo,0.0,0.003873183422426863,0.003873183422426863
161,mode_duo,1.0,-0.03484288185360052,0.03484288185360052
161,mode_squad,0.0,-0.02860345438694106,0.02860345438694106
168,killRank,8.0,0.28887415893033735,0.28887415893033735
168,walkDist,1898.0,-0.027348409754095707,0.027348409754095707
168,rideDist,0.0,-0.012789520921858907,0.012789520921858907
168,damages,354.9,0.0019255361957875661,0.0019255361957875661
168,kills,3.0,-0.1491701686785955,0.1491701686785955
168,weapons,3.0,-0.00019668054500012846,0.00019668054500012846
168,upgrades,0.0,-0.01759409623605018,0.01759409623605018
168,heals,0.0,0.002114851634256703,0.002114851634256703
168,maxRank,28.0,-0.018254600548624267,0.018254600548624267
168,walk_distance_per_match_minute,81.75161521895191,0.1755965947258375,0.1755965947258375
168,damage_per_kill,118.3,-0.004265813886625113,0.004265813886625113
168,combat_activity,7.0,-0.0051689843618730365,0.0051689843618730365
168,resource_activity,3.0,-0.017706542915370778,0.017706542915370778
168,mode_solo,0.0,0.0019106836506582899,0.0019106836506582899
168,mode_duo,0.0,-0.004748560209813466,0.004748560209813466
168,mode_squad,1.0,0.0001725693784403726,0.0001725693784403726
176,killRank,74.0,-0.16796397615741243,0.16796397615741243
176,walkDist,37.49,0.0267852124813808,0.0267852124813808
176,rideDist,0.0,-0.0068554408710378946,0.0068554408710378946
176,damages,0.0,-0.0031018460506631543,0.0031018460506631543
176,kills,0.0,0.04132550800442072,0.04132550800442072
176,weapons,0.0,-0.011651610124256485,0.011651610124256485
176,upgrades,0.0,-0.008682096072193486,0.008682096072193486
176,heals,0.0,-0.0013856493705926554,0.0013856493705926554
176,maxRank,46.0,0.04676371550758744,0.04676371550758744
176,walk_distance_per_match_minute,1.1470678225395208,-0.11628231838512779,0.11628231838512779
176,damage_per_kill,0.0,-0.010971436293064853,0.010971436293064853
176,combat_activity,0.0,0.00030946336154548935,0.00030946336154548935
176,resource_activity,0.0,-0.015497100795533474,0.015497100795533474
176,mode_solo,0.0,0.0032820118681747483,0.0032820118681747483
176,mode_duo,1.0,-0.03189739420337951,0.03189739420337951
176,mode_squad,0.0,-0.02799225729891196,0.02799225729891196
184,killRank,26.0,0.1687752439829881,0.1687752439829881
184,walkDist,1164.0,-0.02842543063679311,0.02842543063679311
184,rideDist,5449.0,0.07084981434168572,0.07084981434168572
184,damages,178.9,0.001120367355165708,0.001120367355165708
184,kills,1.0,-0.033350286464566906,0.033350286464566906
184,weapons,3.0,0.0009610510747301909,0.0009610510747301909
184,upgrades,2.0,0.009808993587962112,0.009808993587962112
184,heals,2.0,0.0006524137272866514,0.0006524137272866514
184,maxRank,28.0,-0.01715866442850418,0.01715866442850418
184,walk_distance_per_match_minute,40.3000577034045,0.006322506893751516,0.006322506893751516
184,damage_per_kill,178.9,-0.009501262807483165,0.009501262807483165
184,combat_activity,2.0,-0.00012934052438290435,0.00012934052438290435
184,resource_activity,7.0,0.00475032186337672,0.00475032186337672
184,mode_solo,0.0,0.000307243669620851,0.000307243669620851
184,mode_duo,0.0,-0.004813798110308517,0.004813798110308517
184,mode_squad,1.0,0.001270313900750747,0.001270313900750747
185,killRank,43.0,0.1623458217279373,0.1623458217279373
185,walkDist,2005.0,-0.02823236567969096,0.02823236567969096
185,rideDist,0.0,-0.00883073351602836,0.00883073351602836
185,damages,251.5,0.00155911347821326,0.00155911347821326
185,kills,0.0,0.08069759087389605,0.08069759087389605
185,weapons,5.0,0.003586446635309591,0.003586446635309591
185,upgrades,1.0,-0.003299899391353686,0.003299899391353686
185,heals,1.0,0.002326259645330247,0.002326259645330247
185,maxRank,27.0,-0.019082048195210585,0.019082048195210585
185,walk_distance_per_match_minute,84.53970484891076,0.12013312210716039,0.12013312210716039
185,damage_per_kill,0.0,0.008489848073918435,0.008489848073918435
185,combat_activity,0.0,0.00031226049578695595,0.00031226049578695595
185,resource_activity,7.0,0.0036045555045144074,0.0036045555045144074
185,mode_solo,0.0,0.0017435777958385592,0.0017435777958385592
185,mode_duo,0.0,-0.001529949610181688,0.001529949610181688
185,mode_squad,1.0,0.007247195162861583,0.007247195162861583
195,killRank,18.0,0.2047777547460817,0.2047777547460817
195,walkDist,2086.0,-0.025660079575845197,0.025660079575845197
195,rideDist,993.7,0.004475136870236114,0.004475136870236114
195,damages,47.91,0.011777897800115456,0.011777897800115456
195,kills,2.0,-0.1269112870803125,0.1269112870803125
195,weapons,3.0,-0.0008083592950789345,0.0008083592950789345
195,upgrades,1.0,-0.0060516799169886525,0.0060516799169886525
195,heals,1.0,0.0029105075653286768,0.0029105075653286768
195,maxRank,28.0,-0.018079989297806024,0.018079989297806024
195,walk_distance_per_match_minute,82.1259842519685,0.1471727202984904,0.1471727202984904
195,damage_per_kill,23.955,-0.015085440358975967,0.015085440358975967
195,combat_activity,4.0,-0.004837063223634016,0.004837063223634016
195,resource_activity,5.0,-0.007517259187313658,0.007517259187313658
195,mode_solo,0.0,0.0015223601818251122,0.0015223601818251122
195,mode_duo,0.0,-0.005480860636154357,0.005480860636154357
195,mode_squad,1.0,-0.0002538430444202852,0.0002538430444202852
231,killRank,16.0,0.2225039457380099,0.2225039457380099
231,walkDist,2825.0,-0.012400575159911453,0.012400575159911453
231,rideDist,3430.0,0.040182981274633475,0.040182981274633475
231,damages,70.64,0.006431576046083094,0.006431576046083094
231,kills,2.0,-0.09902936930399683,0.09902936930399683
231,weapons,3.0,5.0894613730930386e-05,5.0894613730930386e-05
231,upgrades,2.0,0.008907058304180366,0.008907058304180366
231,heals,1.0,0.00273162981597848,0.00273162981597848
231,maxRank,28.0,-0.01381435836688279,0.01381435836688279
231,walk_distance_per_match_minute,90.98228663446055,0.14677775196059956,0.14677775196059956
231,damage_per_kill,35.32,-0.009460615615997965,0.009460615615997965
231,combat_activity,3.0,-0.0002026054804229272,0.0002026054804229272
231,resource_activity,6.0,0.008226853136594717,0.008226853136594717
231,mode_solo,0.0,0.002120997803768794,0.002120997803768794
231,mode_duo,0.0,-0.005466556833342796,0.005466556833342796
231,mode_squad,1.0,0.001323434022030288,0.001323434022030288
245,killRank,52.0,0.051714829152312805,0.051714829152312805
245,walkDist,903.2,-0.011618769530503307,0.011618769530503307
245,rideDist,6649.0,0.05684183204568846,0.05684183204568846
245,damages,0.0,-0.003914093997065812,0.003914093997065812
245,kills,0.0,0.07283294266562315,0.07283294266562315
245,weapons,2.0,-0.005565566904007896,0.005565566904007896
245,upgrades,1.0,-0.000769276487720626,0.000769276487720626
245,heals,1.0,-0.00031827900757254733,0.00031827900757254733
245,maxRank,29.0,0.004325805562018637,0.004325805562018637
245,walk_distance_per_match_minute,31.470383275261327,-0.027005507463427628,0.027005507463427628
245,damage_per_kill,0.0,0.007406182645825022,0.007406182645825022
245,combat_activity,0.0,-0.0017810668522914208,0.0017810668522914208
245,resource_activity,4.0,-0.006459729347765028,0.006459729347765028
245,mode_solo,0.0,0.0014615607610802502,0.0014615607610802502
245,mode_duo,0.0,-0.006345580164371137,0.006345580164371137
245,mode_squad,1.0,0.004497176429948135,0.004497176429948135
246,killRank,59.0,-0.026636808769604715,0.026636808769604715
246,walkDist,665.0,0.0009215257719739295,0.0009215257719739295
246,rideDist,0.0,-0.006663143675322222,0.006663143675322222
246,damages,178.7,0.0019547396664330746,0.0019547396664330746
246,kills,0.0,0.061524149634722976,0.061524149634722976
246,weapons,2.0,-0.003032527648568186,0.003032527648568186
246,upgrades,0.0,-0.00879857586369958,0.00879857586369958
246,heals,0.0,-0.000589474637137646,0.000589474637137646
246,maxRank,30.0,0.005468313676565491,0.005468313676565491
246,walk_distance_per_match_minute,29.84293193717277,0.0018476142435654324,0.0018476142435654324
246,damage_per_kill,0.0,0.0050203043827309534,0.0050203043827309534
246,combat_activity,1.0,0.0022312352473098035,0.0022312352473098035
246,resource_activity,2.0,-0.011467734228874623,0.011467734228874623
246,mode_solo,0.0,0.0010940200979542897,0.0010940200979542897
246,mode_duo,0.0,-0.007246919452499077,0.007246919452499077
246,mode_squad,1.0,0.004316499037292571,0.004316499037292571
302,killRank,85.0,-0.2698727992131407,0.2698727992131407
302,walkDist,18.6,0.025280689240688995,0.025280689240688995
302,rideDist,0.0,-0.006817822112130187,0.006817822112130187
302,damages,19.44,0.0006523434797767336,0.0006523434797767336
302,kills,0.0,0.02486216406414871,0.02486216406414871
302,weapons,0.0,-0.01146670746534049,0.01146670746534049
302,upgrades,0.0,-0.009416966035287173,0.009416966035287173
302,heals,0.0,-0.0013639194181639229,0.0013639194181639229
302,maxRank,92.0,0.13030565405924155,0.13030565405924155
302,walk_distance_per_match_minute,0.6091703056768559,-0.1176409802909702,0.1176409802909702
302,damage_per_kill,0.0,-0.01833878585665362,0.01833878585665362
302,combat_activity,0.0,0.00028427088816711195,0.00028427088816711195
302,resource_activity,0.0,-0.016443804004725233,0.016443804004725233
302,mode_solo,1.0,-0.0834432307280015,0.0834432307280015
302,mode_duo,0.0,-0.012409776918239251,0.012409776918239251
302,mode_squad,0.0,-0.025728785046961595,0.025728785046961595
305,killRank,56.0,-0.004752248757804067,0.004752248757804067
305,walkDist,814.5,-0.00592011133542049,0.00592011133542049
305,rideDist,5796.0,0.05729481146761416,0.05729481146761416
305,damages,0.0,-0.003984750329433957,0.003984750329433957
305,kills,0.0,0.06042412713133129,0.06042412713133129
305,weapons,10.0,0.00460868265377192,0.00460868265377192
305,upgrades,0.0,-0.011988602872767502,0.011988602872767502
305,heals,0.0,0.0007387724833802946,0.0007387724833802946
305,maxRank,28.0,-0.012795794123553576,0.012795794123553576
305,walk_distance_per_match_minute,26.574225122349105,-0.03508832062357269,0.03508832062357269
305,damage_per_kill,0.0,0.006183399177802384,0.006183399177802384
305,combat_activity,0.0,-0.0012108379416176077,0.0012108379416176077
305,resource_activity,10.0,0.009788044953149893,0.009788044953149893
305,mode_solo,0.0,0.0012589989334514287,0.0012589989334514287
305,mode_duo,0.0,-0.0026394324146342615,0.0026394324146342615
305,mode_squad,1.0,0.006278436732706587,0.006278436732706587
341,killRank,69.0,-0.11793256216980105,0.11793256216980105
341,walkDist,96.41,0.030732779522596253,0.030732779522596253
341,rideDist,0.0,-0.0068113209506651656,0.0068113209506651656
341,damages,0.0,-0.0020742353795246606,0.0020742353795246606
341,kills,0.0,0.054722101673850776,0.054722101673850776
341,weapons,1.0,-0.005639885855570374,0.005639885855570374
341,upgrades,0.0,-0.008580667562584986,0.008580667562584986
341,heals,0.0,-0.0006630375376867764,0.0006630375376867764
341,maxRank,26.0,-0.042970408828588325,0.042970408828588325
341,walk_distance_per_match_minute,4.300817843866171,-0.10852200871594027,0.10852200871594027
341,damage_per_kill,0.0,-0.006102116279307211,0.006102116279307211
341,combat_activity,0.0,0.0011808400794187292,0.0011808400794187292
341,resource_activity,1.0,-0.013675761448190762,0.013675761448190762
341,mode_solo,0.0,0.0024267676803346994,0.0024267676803346994
341,mode_duo,0.0,-0.0020765315999567704,0.0020765315999567704
341,mode_squad,1.0,0.008043065344562434,0.008043065344562434
352,killRank,42.0,0.17017771406820034,0.17017771406820034
352,walkDist,2012.0,-0.025331654622779556,0.025331654622779556
352,rideDist,4010.0,0.051884761687194046,0.051884761687194046
352,damages,98.64,0.0005499639749742372,0.0005499639749742372
352,kills,0.0,0.09200027109215345,0.09200027109215345
352,weapons,3.0,0.0005390988593636764,0.0005390988593636764
352,upgrades,0.0,-0.01527702537939711,0.01527702537939711
352,heals,0.0,0.002265578991644671,0.002265578991644671
352,maxRank,50.0,0.10266600467201674,0.10266600467201674
352,walk_distance_per_match_minute,64.55614973262031,0.07560486314800503,0.07560486314800503
352,damage_per_kill,0.0,0.005287330527589076,0.005287330527589076
352,combat_activity,1.0,0.000135340111262127,0.000135340111262127
352,resource_activity,3.0,-0.011650118605719694,0.011650118605719694
352,mode_solo,0.0,0.0029530322533386014,0.0029530322533386014
352,mode_duo,1.0,-0.034197420179182605,0.034197420179182605
352,mode_squad,0.0,-0.024793431988917383,0.024793431988917383
366,killRank,59.0,-0.0628715255852348,0.0628715255852348
366,walkDist,1791.0,-0.029899610696227562,0.029899610696227562
366,rideDist,2933.0,0.03122779918138294,0.03122779918138294
366,damages,0.0,-0.0022065283536152184,0.0022065283536152184
366,kills,0.0,0.056819181511164114,0.056819181511164114
366,weapons,4.0,0.0036293762195559027,0.0036293762195559027
366,upgrades,1.0,-0.002257482733916184,0.002257482733916184
366,heals,1.0,0.0019303053003784825,0.0019303053003784825
366,maxRank,29.0,0.0017523629631305685,0.0017523629631305685
366,walk_distance_per_match_minute,62.223508975101325,0.06277857051146993,0.06277857051146993
366,damage_per_kill,0.0,0.003817618606161147,0.003817618606161147
366,combat_activity,1.0,0.0005377731448946681,0.0005377731448946681
366,resource_activity,6.0,0.0038563898777123616,0.0038563898777123616
366,mode_solo,0.0,0.0014626802261172608,0.0014626802261172608
366,mode_duo,0.0,-0.006367825192257214,0.006367825192257214
366,mode_squad,1.0,0.003216981391797014,0.003216981391797014
374,killRank,22.0,0.23725070614748334,0.23725070614748334
374,walkDist,4766.0,-0.06778398953206409,0.06778398953206409
374,rideDist,0.0,-0.007570516987443637,0.007570516987443637
374,damages,241.0,0.0012274909842110325,0.0012274909842110325
374,kills,1.0,0.010382725595939172,0.010382725595939172
374,weapons,7.0,0.0053674206406342205,0.0053674206406342205
374,upgrades,2.0,0.008091106128408297,0.008091106128408297
374,heals,0.0,0.003165702423478097,0.003165702423478097
374,maxRank,27.0,-0.018846080446417404,0.018846080446417404
374,walk_distance_per_match_minute,145.8979591836735,0.23858363440547029,0.23858363440547029
374,damage_per_kill,241.0,0.014322768815696206,0.014322768815696206
374,combat_activity,3.0,-0.0018176311064851064,0.0018176311064851064
374,resource_activity,9.0,0.01101770062331503,0.01101770062331503
374,mode_solo,0.0,0.002019134694560823,0.002019134694560823
374,mode_duo,0.0,-0.004611860454718903,0.004611860454718903
374,mode_squad,1.0,0.004000328468216671,0.004000328468216671
393,killRank,3.0,0.37900819914088285,0.37900819914088285
393,walkDist,1968.0,-0.014875225860931207,0.014875225860931207
393,rideDist,2614.0,0.03889903842029514,0.03889903842029514
393,damages,511.0,-0.0188936752538,0.0188936752538
393,kills,5.0,-0.13958670560939962,0.13958670560939962
393,weapons,6.0,0.002292318644830504,0.002292318644830504
393,upgrades,5.0,0.05619061031344646,0.05619061031344646
393,heals,1.0,0.0029737729317912322,0.0029737729317912322
393,maxRank,48.0,0.03078764755215995,0.03078764755215995
393,walk_distance_per_match_minute,59.878296146044626,0.059550423324207756,0.059550423324207756
393,damage_per_kill,102.2,-0.010298486384095888,0.010298486384095888
393,combat_activity,8.0,-0.008919219034166764,0.008919219034166764
393,resource_activity,12.0,0.04219538490244515,0.04219538490244515
393,mode_solo,0.0,0.0007634087299135816,0.0007634087299135816
393,mode_duo,1.0,-0.017897442943680553,0.017897442943680553
393,mode_squad,0.0,-0.008755720194875543,0.008755720194875543
423,killRank,44.0,0.12999374296675076,0.12999374296675076
423,walkDist,3282.0,-0.049666608389225535,0.049666608389225535
423,rideDist,872.8,7.112529808742776e-05,7.112529808742776e-05
423,damages,0.0,-0.0016934236856200162,0.0016934236856200162
423,kills,0.0,0.06331906421717405,0.06331906421717405
423,weapons,3.0,-0.000310084867022982,0.000310084867022982
423,upgrades,5.0,0.04018201617431076,0.04018201617431076
423,heals,12.0,-0.006577263540651775,0.006577263540651775
423,maxRank,47.0,0.057488651725118724,0.057488651725118724
423,walk_distance_per_match_minute,107.60655737704919,0.12654931693173124,0.12654931693173124
423,damage_per_kill,0.0,0.0006354953125096766,0.0006354953125096766
423,combat_activity,0.0,-0.0031065271382815967,0.0031065271382815967
423,resource_activity,20.0,0.04896909233752808,0.04896909233752808
423,mode_solo,0.0,0.0015400012518447912,0.0015400012518447912
423,mode_duo,1.0,-0.033775998049375235,0.033775998049375235
423,mode_squad,0.0,-0.02407272148933537,0.02407272148933537
431,killRank,12.0,0.23994397259011616,0.23994397259011616
431,walkDist,1860.0,-0.01782886510069703,0.01782886510069703
431,rideDist,0.0,-0.008465566827460663,0.008465566827460663
431,damages,250.0,0.0012052349241400548,0.0012052349241400548
431,kills,3.0,-0.11606207892546755,0.11606207892546755
431,weapons,4.0,0.003600853511904528,0.003600853511904528
431,upgrades,1.0,-0.005477670402539362,0.005477670402539362
431,heals,5.0,-0.004419187457246406,0.004419187457246406
431,maxRank,95.0,0.09836387728802176,0.09836387728802176
431,walk_distance_per_match_minute,78.42586085734365,0.15113355631531708,0.15113355631531708
431,damage_per_kill,83.33333333333333,-0.008156465726542063,0.008156465726542063
431,combat_activity,3.0,0.004054581363109165,0.004054581363109165
431,resource_activity,10.0,0.01655623567905211,0.01655623567905211
431,mode_solo,1.0,-0.04136035398049521,0.04136035398049521
431,mode_duo,0.0,-0.00907656400738995,0.00907656400738995
431,mode_squad,0.0,-0.010834042482269051,0.010834042482269051
475,killRank,91.0,-0.34296943249662587,0.34296943249662587
475,walkDist,22.02,0.029681859116979695,0.029681859116979695
475,rideDist,0.0,-0.006743752629341961,0.006743752629341961
475,damages,74.4,0.004391961357052331,0.004391961357052331
475,kills,0.0,0.02978678251774132,0.02978678251774132
475,weapons,1.0,-0.00614358337061001,0.00614358337061001
475,upgrades,0.0,-0.008958291866881244,0.008958291866881244
475,heals,0.0,-0.0011218486333158043,0.0011218486333158043
475,maxRank,49.0,0.08495745018050926,0.08495745018050926
475,walk_distance_per_match_minute,0.9553145336225596,-0.11373291174536743,0.11373291174536743
475,damage_per_kill,0.0,-0.01767939954314963,0.01767939954314963
475,combat_activity,0.0,-0.00010341914436816943,0.00010341914436816943
475,resource_activity,1.0,-0.015940322879058912,0.015940322879058912
475,mode_solo,0.0,0.0025310948670375336,0.0025310948670375336
475,mode_duo,1.0,-0.03198167224230955,0.03198167224230955
475,mode_squad,0.0,-0.025998709578099594,0.025998709578099594
481,killRank,42.0,0.0867550223401966,0.0867550223401966
481,walkDist,354.8,0.005675017672601309,0.005675017672601309
481,rideDist,0.0,-0.010414420543408022,0.010414420543408022
481,damages,10.83,-0.008226679301086018,0.008226679301086018
481,kills,1.0,-0.154476460417459,0.154476460417459
481,weapons,2.0,-0.004128743611209249,0.004128743611209249
481,upgrades,0.0,-0.015314318542138277,0.015314318542138277
481,heals,0.0,-0.0005273943085904743,0.0005273943085904743
481,maxRank,48.0,0.07755556895596827,0.07755556895596827
481,walk_distance_per_match_minute,11.269454737956591,-0.1246014380762402,0.1246014380762402
481,damage_per_kill,10.83,-0.029196914862321524,0.029196914862321524
481,combat_activity,2.0,-0.004483631270481487,0.004483631270481487
481,resource_activity,2.0,-0.021549478744837192,0.021549478744837192
481,mode_solo,0.0,-0.00021516085525059348,0.00021516085525059348
481,mode_duo,1.0,-0.030561251417930257,0.030561251417930257
481,mode_squad,0.0,-0.022759853754825334,0.022759853754825334
522,killRank,49.0,0.0946647163855147,0.0946647163855147
522,walkDist,1730.0,-0.02271879379954248,0.02271879379954248
522,rideDist,1274.0,0.005853825561565458,0.005853825561565458
522,damages,0.0,-0.0009179498894796744,0.0009179498894796744
522,kills,0.0,0.06262809459788453,0.06262809459788453
522,weapons,2.0,-0.00575902786840936,0.00575902786840936
522,upgrades,2.0,0.011597048177296223,0.011597048177296223
522,heals,1.0,0.0019273958431471599,0.0019273958431471599
522,maxRank,50.0,0.11152895852404736,0.11152895852404736
522,walk_distance_per_match_minute,74.78386167146974,0.09973469670573157,0.09973469670573157
522,damage_per_kill,0.0,0.0014382061681066597,0.0014382061681066597
522,combat_activity,0.0,-0.0006212373980318568,0.0006212373980318568
522,resource_activity,5.0,-0.006086942905306562,0.006086942905306562
522,mode_solo,0.0,0.002626424993754497,0.002626424993754497
522,mode_duo,1.0,-0.03439420132440094,0.03439420132440094
522,mode_squad,0.0,-0.02786426741955019,0.02786426741955019
542,killRank,46.0,0.12634654478534604,0.12634654478534604
542,walkDist,2064.0,-0.02300707655990496,0.02300707655990496
542,rideDist,1776.0,0.016485898366072137,0.016485898366072137
542,damages,53.74,0.0014934386008447062,0.0014934386008447062
